0.001,100,1.5830937123794257e-16,0.08099914731275239,0.058456557392148015
0.005,100,6.478713486928107e-16,0.3089240467748383,0.20187004998486682
0.01,100,1.0141254924430452e-15,0.4646385868089538,0.2636356218402505
0.05,100,1.2154834101244292e-15,0.7612652338277127,0.12458506095861302
0.1,100,1.0001844640831932e-15,0.846390515170742,0.03957535170337973
0.5,100,9.59851045340484e-16,0.8764089055014385,0.009556967630837075
1,100,9.542296629373179e-16,0.8764092235248636,0.009556649607410369
5,100,8.11147177904466e+71,-2.9945560794974545e+87,-2.994556079497453e+87
10,100,4.1887200821668e+104,-2.3016340034597663e+120,-2.3016340034597654e+120
1.1,120,9.661751005440444e-16,0.8764090907185944,0.009556516801095713
